beta1	beta2	beta3	lmax
1.725607e+01	1.489885e+01	2.389000e+01	-9.409460
1.725613e+01	1.489883e+01	2.388994e+01	-9.409458
1.725618e+01	1.489882e+01	2.388989e+01	-9.409456
1.725624e+01	1.489881e+01	2.388983e+01	-9.409461
1.725630e+01	1.489879e+01	2.388977e+01	-9.409456
1.725635e+01	1.489879e+01	2.388974e+01	-9.409455
1.725641e+01	1.489877e+01	2.388967e+01	-9.409452
1.725647e+01	1.489876e+01	2.388962e+01	-9.409454
1.725653e+01	1.489873e+01	2.388958e+01	-9.409452
1.725658e+01	1.489873e+01	2.388952e+01	-9.409450
1.725664e+01	1.489873e+01	2.388948e+01	-9.409451
1.725670e+01	1.489871e+01	2.388944e+01	-9.409449
1.725675e+01	1.489870e+01	2.388938e+01	-9.409451
1.725681e+01	1.489868e+01	2.388934e+01	-9.409449
1.725687e+01	1.489869e+01	2.388927e+01	-9.409451
1.725693e+01	1.489867e+01	2.388921e+01	-9.409449
1.725698e+01	1.489865e+01	2.388917e+01	-9.409451
1.725704e+01	1.489864e+01	2.388911e+01	-9.409445
1.725710e+01	1.489863e+01	2.388906e+01	-9.409449
1.725715e+01	1.489861e+01	2.388900e+01	-9.409448
1.725721e+01	1.489860e+01	2.388896e+01	-9.409445
1.725727e+01	1.489859e+01	2.388891e+01	-9.409444
1.725732e+01	1.489858e+01	2.388885e+01	-9.409442
1.725738e+01	1.489856e+01	2.388882e+01	-9.409449
1.725744e+01	1.489855e+01	2.388876e+01	-9.409442
1.725750e+01	1.489853e+01	2.388869e+01	-9.409439
1.725755e+01	1.489853e+01	2.388867e+01	-9.409441
1.725761e+01	1.489851e+01	2.388860e+01	-9.409439
1.725767e+01	1.489851e+01	2.388854e+01	-9.409439
1.725772e+01	1.489850e+01	2.388850e+01	-9.409441
1.725778e+01	1.489849e+01	2.388843e+01	-9.409437
1.725784e+01	1.489847e+01	2.388841e+01	-9.409439
1.725790e+01	1.489846e+01	2.388835e+01	-9.409436
1.725795e+01	1.489846e+01	2.388831e+01	-9.409440
1.725801e+01	1.489842e+01	2.388825e+01	-9.409438
1.725807e+01	1.489842e+01	2.388817e+01	-9.409435
1.725812e+01	1.489841e+01	2.388813e+01	-9.409433
1.725818e+01	1.489839e+01	2.388810e+01	-9.409436
1.725824e+01	1.489839e+01	2.388804e+01	-9.409433
1.725829e+01	1.489838e+01	2.388800e+01	-9.409435
1.725835e+01	1.489836e+01	2.388795e+01	-9.409434
1.725841e+01	1.489836e+01	2.388787e+01	-9.409431
1.725847e+01	1.489833e+01	2.388782e+01	-9.409431
1.725852e+01	1.489832e+01	2.388779e+01	-9.409430
1.725858e+01	1.489832e+01	2.388774e+01	-9.409430
1.725864e+01	1.489831e+01	2.388766e+01	-9.409430
1.725869e+01	1.489829e+01	2.388761e+01	-9.409430
1.725875e+01	1.489827e+01	2.388758e+01	-9.409429
1.725881e+01	1.489826e+01	2.388752e+01	-9.409430
1.725887e+01	1.489825e+01	2.388747e+01	-9.409428
1.725892e+01	1.489824e+01	2.388742e+01	-9.409424
1.725898e+01	1.489822e+01	2.388737e+01	-9.409423
1.725904e+01	1.489821e+01	2.388733e+01	-9.409424
1.725909e+01	1.489820e+01	2.388729e+01	-9.409425
1.725915e+01	1.489819e+01	2.388723e+01	-9.409423
1.725921e+01	1.489819e+01	2.388718e+01	-9.409420
1.725926e+01	1.489817e+01	2.388710e+01	-9.409424
1.725932e+01	1.489815e+01	2.388706e+01	-9.409422
1.725938e+01	1.489814e+01	2.388701e+01	-9.409422
1.725944e+01	1.489813e+01	2.388697e+01	-9.409421
1.725949e+01	1.489811e+01	2.388691e+01	-9.409420
1.725955e+01	1.489809e+01	2.388685e+01	-9.409416
1.725961e+01	1.489810e+01	2.388679e+01	-9.409420
1.725966e+01	1.489807e+01	2.388676e+01	-9.409414
1.725972e+01	1.489805e+01	2.388668e+01	-9.409416
1.725978e+01	1.489806e+01	2.388666e+01	-9.409418
1.725984e+01	1.489805e+01	2.388662e+01	-9.409418
1.725989e+01	1.489803e+01	2.388655e+01	-9.409414
1.725995e+01	1.489801e+01	2.388650e+01	-9.409412
1.726001e+01	1.489802e+01	2.388644e+01	-9.409413
1.726006e+01	1.489799e+01	2.388640e+01	-9.409413
1.726012e+01	1.489797e+01	2.388635e+01	-9.409412
1.726018e+01	1.489798e+01	2.388629e+01	-9.409411
1.726023e+01	1.489797e+01	2.388625e+01	-9.409412
1.726029e+01	1.489795e+01	2.388618e+01	-9.409413
1.726035e+01	1.489794e+01	2.388614e+01	-9.409409
1.726041e+01	1.489792e+01	2.388609e+01	-9.409409
1.726046e+01	1.489790e+01	2.388605e+01	-9.409410
1.726052e+01	1.489790e+01	2.388600e+01	-9.409409
1.726058e+01	1.489789e+01	2.388594e+01	-9.409407
1.726063e+01	1.489787e+01	2.388589e+01	-9.409408
1.726069e+01	1.489786e+01	2.388584e+01	-9.409406
1.726075e+01	1.489784e+01	2.388578e+01	-9.409406
1.726081e+01	1.489784e+01	2.388573e+01	-9.409408
1.726086e+01	1.489782e+01	2.388570e+01	-9.409404
1.726092e+01	1.489782e+01	2.388563e+01	-9.409401
1.726098e+01	1.489780e+01	2.388557e+01	-9.409403
1.726103e+01	1.489779e+01	2.388553e+01	-9.409401
1.726109e+01	1.489778e+01	2.388548e+01	-9.409401
1.726115e+01	1.489777e+01	2.388542e+01	-9.409399
1.726120e+01	1.489774e+01	2.388538e+01	-9.409399
1.726126e+01	1.489775e+01	2.388533e+01	-9.409400
1.726132e+01	1.489772e+01	2.388527e+01	-9.409396
1.726138e+01	1.489772e+01	2.388523e+01	-9.409400
1.726143e+01	1.489771e+01	2.388517e+01	-9.409397
1.726149e+01	1.489769e+01	2.388514e+01	-9.409395
1.726155e+01	1.489769e+01	2.388507e+01	-9.409397
1.726160e+01	1.489767e+01	2.388500e+01	-9.409393
1.726166e+01	1.489766e+01	2.388496e+01	-9.409395
1.726172e+01	1.489765e+01	2.388490e+01	-9.409392
1.726178e+01	1.489763e+01	2.388486e+01	-9.409391
1.726183e+01	1.489763e+01	2.388482e+01	-9.409393
1.726189e+01	1.489761e+01	2.388476e+01	-9.409392
1.726195e+01	1.489760e+01	2.388472e+01	-9.409394
1.726200e+01	1.489758e+01	2.388466e+01	-9.409393
1.726206e+01	1.489756e+01	2.388462e+01	-9.409389
1.726212e+01	1.489757e+01	2.388456e+01	-9.409389
1.726217e+01	1.489755e+01	2.388451e+01	-9.409389
1.726223e+01	1.489753e+01	2.388445e+01	-9.409388
1.726229e+01	1.489753e+01	2.388441e+01	-9.409389
1.726235e+01	1.489751e+01	2.388436e+01	-9.409386
1.726240e+01	1.489750e+01	2.388430e+01	-9.409386
1.726246e+01	1.489749e+01	2.388425e+01	-9.409386
1.726252e+01	1.489747e+01	2.388420e+01	-9.409388
1.726257e+01	1.489746e+01	2.388415e+01	-9.409387
1.726263e+01	1.489744e+01	2.388410e+01	-9.409384
1.726269e+01	1.489745e+01	2.388404e+01	-9.409382
1.726275e+01	1.489744e+01	2.388399e+01	-9.409383
1.726280e+01	1.489741e+01	2.388393e+01	-9.409382
1.726286e+01	1.489741e+01	2.388388e+01	-9.409382
1.726292e+01	1.489739e+01	2.388383e+01	-9.409376
1.726297e+01	1.489738e+01	2.388380e+01	-9.409380
1.726303e+01	1.489737e+01	2.388374e+01	-9.409384
1.726309e+01	1.489736e+01	2.388371e+01	-9.409382
1.726314e+01	1.489735e+01	2.388365e+01	-9.409379
1.726320e+01	1.489733e+01	2.388358e+01	-9.409378
1.726326e+01	1.489731e+01	2.388353e+01	-9.409376
1.726332e+01	1.489731e+01	2.388348e+01	-9.409376
1.726337e+01	1.489730e+01	2.388345e+01	-9.409376
1.726343e+01	1.489728e+01	2.388338e+01	-9.409375
1.726349e+01	1.489727e+01	2.388334e+01	-9.409376
1.726354e+01	1.489726e+01	2.388327e+01	-9.409374
1.726360e+01	1.489725e+01	2.388323e+01	-9.409372
1.726366e+01	1.489724e+01	2.388318e+01	-9.409374
1.726372e+01	1.489721e+01	2.388313e+01	-9.409370
1.726377e+01	1.489722e+01	2.388307e+01	-9.409367
1.726383e+01	1.489721e+01	2.388303e+01	-9.409368
1.726389e+01	1.489718e+01	2.388297e+01	-9.409369
1.726394e+01	1.489716e+01	2.388291e+01	-9.409369
1.726400e+01	1.489717e+01	2.388286e+01	-9.409368
1.726406e+01	1.489715e+01	2.388282e+01	-9.409367
1.726411e+01	1.489713e+01	2.388277e+01	-9.409368
1.726417e+01	1.489712e+01	2.388271e+01	-9.409363
1.726423e+01	1.489711e+01	2.388266e+01	-9.409364
1.726429e+01	1.489711e+01	2.388261e+01	-9.409365
1.726434e+01	1.489709e+01	2.388258e+01	-9.409363
1.726440e+01	1.489707e+01	2.388252e+01	-9.409365
1.726446e+01	1.489706e+01	2.388245e+01	-9.409361
1.726451e+01	1.489705e+01	2.388241e+01	-9.409362
1.726457e+01	1.489704e+01	2.388235e+01	-9.409363
1.726463e+01	1.489702e+01	2.388232e+01	-9.409360
1.726469e+01	1.489700e+01	2.388226e+01	-9.409358
1.726474e+01	1.489699e+01	2.388220e+01	-9.409358
1.726480e+01	1.489699e+01	2.388216e+01	-9.409359
1.726486e+01	1.489698e+01	2.388210e+01	-9.409358
1.726491e+01	1.489696e+01	2.388204e+01	-9.409356
1.726497e+01	1.489696e+01	2.388202e+01	-9.409356
1.726503e+01	1.489694e+01	2.388194e+01	-9.409354
1.726508e+01	1.489693e+01	2.388190e+01	-9.409355
1.726514e+01	1.489693e+01	2.388184e+01	-9.409353
1.726520e+01	1.489691e+01	2.388180e+01	-9.409355
1.726526e+01	1.489689e+01	2.388175e+01	-9.409353
1.726531e+01	1.489688e+01	2.388169e+01	-9.409354
1.726537e+01	1.489687e+01	2.388163e+01	-9.409349
1.726543e+01	1.489686e+01	2.388159e+01	-9.409352
1.726548e+01	1.489684e+01	2.388154e+01	-9.409351
1.726554e+01	1.489683e+01	2.388146e+01	-9.409346
1.726560e+01	1.489682e+01	2.388143e+01	-9.409348
1.726566e+01	1.489680e+01	2.388140e+01	-9.409348
1.726571e+01	1.489680e+01	2.388133e+01	-9.409348
1.726577e+01	1.489678e+01	2.388128e+01	-9.409348
1.726583e+01	1.489678e+01	2.388123e+01	-9.409349
1.726588e+01	1.489677e+01	2.388119e+01	-9.409348
1.726594e+01	1.489675e+01	2.388113e+01	-9.409344
1.726600e+01	1.489674e+01	2.388108e+01	-9.409344
1.726605e+01	1.489672e+01	2.388102e+01	-9.409342
1.726611e+01	1.489671e+01	2.388099e+01	-9.409345
1.726617e+01	1.489670e+01	2.388092e+01	-9.409340
1.726623e+01	1.489668e+01	2.388089e+01	-9.409340
1.726628e+01	1.489668e+01	2.388082e+01	-9.409342
1.726634e+01	1.489666e+01	2.388077e+01	-9.409342
1.726640e+01	1.489665e+01	2.388072e+01	-9.409339
1.726645e+01	1.489662e+01	2.388064e+01	-9.409334
1.726651e+01	1.489663e+01	2.388061e+01	-9.409340
1.726657e+01	1.489661e+01	2.388056e+01	-9.409339
1.726663e+01	1.489660e+01	2.388052e+01	-9.409340
1.726668e+01	1.489659e+01	2.388046e+01	-9.409336
1.726674e+01	1.489658e+01	2.388041e+01	-9.409336
1.726680e+01	1.489657e+01	2.388036e+01	-9.409336
1.726685e+01	1.489655e+01	2.388032e+01	-9.409336
1.726691e+01	1.489654e+01	2.388026e+01	-9.409336
1.726697e+01	1.489653e+01	2.388021e+01	-9.409333
1.726702e+01	1.489652e+01	2.388017e+01	-9.409333
1.726708e+01	1.489651e+01	2.388010e+01	-9.409330
1.726714e+01	1.489651e+01	2.388006e+01	-9.409331
1.726720e+01	1.489649e+01	2.388003e+01	-9.409332
1.726725e+01	1.489647e+01	2.387996e+01	-9.409330
1.726731e+01	1.489647e+01	2.387990e+01	-9.409328
1.726737e+01	1.489644e+01	2.387985e+01	-9.409330
1.726742e+01	1.489644e+01	2.387980e+01	-9.409327
1.726748e+01	1.489643e+01	2.387976e+01	-9.409328
1.726754e+01	1.489642e+01	2.387969e+01	-9.409327
1.726760e+01	1.489640e+01	2.387965e+01	-9.409327
1.726765e+01	1.489638e+01	2.387960e+01	-9.409327
1.726771e+01	1.489638e+01	2.387957e+01	-9.409327
1.726777e+01	1.489636e+01	2.387950e+01	-9.409323
1.726782e+01	1.489635e+01	2.387945e+01	-9.409323
1.726788e+01	1.489633e+01	2.387938e+01	-9.409320
1.726794e+01	1.489632e+01	2.387934e+01	-9.409321
1.726799e+01	1.489632e+01	2.387929e+01	-9.409322
1.726805e+01	1.489630e+01	2.387924e+01	-9.409321
1.726811e+01	1.489629e+01	2.387919e+01	-9.409320
1.726817e+01	1.489627e+01	2.387913e+01	-9.409317
1.726822e+01	1.489626e+01	2.387909e+01	-9.409318
1.726828e+01	1.489624e+01	2.387904e+01	-9.409317
1.726834e+01	1.489624e+01	2.387899e+01	-9.409317
1.726839e+01	1.489622e+01	2.387893e+01	-9.409316
1.726845e+01	1.489621e+01	2.387888e+01	-9.409316
1.726851e+01	1.489621e+01	2.387884e+01	-9.409317
1.726857e+01	1.489619e+01	2.387879e+01	-9.409317
1.726862e+01	1.489618e+01	2.387872e+01	-9.409317
1.726868e+01	1.489618e+01	2.387869e+01	-9.409313
1.726874e+01	1.489617e+01	2.387864e+01	-9.409313
1.726879e+01	1.489616e+01	2.387856e+01	-9.409311
1.726885e+01	1.489613e+01	2.387853e+01	-9.409310
1.726891e+01	1.489612e+01	2.387846e+01	-9.409309
1.726896e+01	1.489610e+01	2.387845e+01	-9.409307
1.726902e+01	1.489609e+01	2.387836e+01	-9.409307
1.726908e+01	1.489609e+01	2.387832e+01	-9.409311
1.726914e+01	1.489607e+01	2.387826e+01	-9.409307
1.726919e+01	1.489607e+01	2.387822e+01	-9.409307
1.726925e+01	1.489604e+01	2.387817e+01	-9.409305
1.726931e+01	1.489604e+01	2.387814e+01	-9.409307
1.726936e+01	1.489601e+01	2.387807e+01	-9.409305
1.726942e+01	1.489600e+01	2.387802e+01	-9.409303
1.726948e+01	1.489600e+01	2.387797e+01	-9.409305
1.726953e+01	1.489598e+01	2.387792e+01	-9.409304
1.726959e+01	1.489598e+01	2.387786e+01	-9.409305
1.726965e+01	1.489596e+01	2.387782e+01	-9.409303
1.726971e+01	1.489594e+01	2.387777e+01	-9.409300
1.726976e+01	1.489595e+01	2.387773e+01	-9.409300
1.726982e+01	1.489593e+01	2.387765e+01	-9.409298
1.726988e+01	1.489591e+01	2.387761e+01	-9.409298
1.726993e+01	1.489590e+01	2.387754e+01	-9.409296
1.726999e+01	1.489589e+01	2.387751e+01	-9.409300
1.727005e+01	1.489588e+01	2.387745e+01	-9.409297
1.727011e+01	1.489584e+01	2.387740e+01	-9.409294
1.727016e+01	1.489586e+01	2.387735e+01	-9.409296
1.727022e+01	1.489584e+01	2.387731e+01	-9.409297
1.727028e+01	1.489583e+01	2.387725e+01	-9.409294
1.727033e+01	1.489582e+01	2.387719e+01	-9.409292
1.727039e+01	1.489579e+01	2.387715e+01	-9.409293
1.727045e+01	1.489579e+01	2.387710e+01	-9.409289
1.727050e+01	1.489578e+01	2.387704e+01	-9.409290
1.727056e+01	1.489577e+01	2.387700e+01	-9.409288
1.727062e+01	1.489575e+01	2.387695e+01	-9.409292
1.727068e+01	1.489575e+01	2.387689e+01	-9.409291
1.727073e+01	1.489575e+01	2.387684e+01	-9.409289
1.727079e+01	1.489573e+01	2.387680e+01	-9.409288
1.727085e+01	1.489572e+01	2.387675e+01	-9.409287
1.727090e+01	1.489569e+01	2.387669e+01	-9.409283
1.727096e+01	1.489568e+01	2.387664e+01	-9.409285
1.727102e+01	1.489567e+01	2.387660e+01	-9.409286
1.727108e+01	1.489566e+01	2.387653e+01	-9.409281
1.727113e+01	1.489567e+01	2.387649e+01	-9.409283
1.727119e+01	1.489563e+01	2.387643e+01	-9.409283
1.727125e+01	1.489562e+01	2.387638e+01	-9.409281
1.727130e+01	1.489562e+01	2.387635e+01	-9.409285
1.727136e+01	1.489561e+01	2.387627e+01	-9.409279
1.727142e+01	1.489559e+01	2.387624e+01	-9.409279
1.727147e+01	1.489557e+01	2.387617e+01	-9.409282
1.727153e+01	1.489557e+01	2.387611e+01	-9.409278
1.727159e+01	1.489557e+01	2.387609e+01	-9.409279
1.727165e+01	1.489554e+01	2.387604e+01	-9.409277
1.727170e+01	1.489553e+01	2.387597e+01	-9.409275
1.727176e+01	1.489551e+01	2.387593e+01	-9.409275
1.727182e+01	1.489551e+01	2.387588e+01	-9.409273
1.727187e+01	1.489551e+01	2.387583e+01	-9.409275
1.727193e+01	1.489547e+01	2.387577e+01	-9.409273
1.727199e+01	1.489547e+01	2.387571e+01	-9.409272
1.727205e+01	1.489545e+01	2.387567e+01	-9.409275
1.727210e+01	1.489544e+01	2.387560e+01	-9.409273
1.727216e+01	1.489543e+01	2.387557e+01	-9.409273
1.727222e+01	1.489543e+01	2.387552e+01	-9.409272
1.727227e+01	1.489540e+01	2.387547e+01	-9.409269
1.727233e+01	1.489540e+01	2.387541e+01	-9.409268
1.727239e+01	1.489539e+01	2.387537e+01	-9.409269
1.727244e+01	1.489538e+01	2.387529e+01	-9.409266
1.727250e+01	1.489536e+01	2.387527e+01	-9.409267
1.727256e+01	1.489536e+01	2.387521e+01	-9.409265
1.727262e+01	1.489532e+01	2.387516e+01	-9.409264
1.727267e+01	1.489532e+01	2.387511e+01	-9.409264
1.727273e+01	1.489531e+01	2.387507e+01	-9.409266
1.727279e+01	1.489531e+01	2.387500e+01	-9.409263
1.727284e+01	1.489528e+01	2.387496e+01	-9.409265
1.727290e+01	1.489528e+01	2.387490e+01	-9.409262
1.727296e+01	1.489527e+01	2.387486e+01	-9.409264
1.727302e+01	1.489524e+01	2.387480e+01	-9.409260
1.727307e+01	1.489524e+01	2.387477e+01	-9.409262
1.727313e+01	1.489523e+01	2.387470e+01	-9.409258
1.727319e+01	1.489522e+01	2.387465e+01	-9.409257
1.727324e+01	1.489520e+01	2.387460e+01	-9.409258
1.727330e+01	1.489519e+01	2.387455e+01	-9.409256
1.727336e+01	1.489518e+01	2.387451e+01	-9.409258
1.727341e+01	1.489517e+01	2.387446e+01	-9.409256
1.727347e+01	1.489517e+01	2.387440e+01	-9.409255
1.727353e+01	1.489515e+01	2.387435e+01	-9.409254
1.727359e+01	1.489515e+01	2.387430e+01	-9.409256
1.727364e+01	1.489510e+01	2.387425e+01	-9.409252
1.727370e+01	1.489510e+01	2.387419e+01	-9.409252
1.727376e+01	1.489509e+01	2.387414e+01	-9.409252
1.727381e+01	1.489509e+01	2.387410e+01	-9.409256
1.727387e+01	1.489508e+01	2.387404e+01	-9.409248
1.727393e+01	1.489506e+01	2.387398e+01	-9.409250
1.727399e+01	1.489504e+01	2.387393e+01	-9.409248
1.727404e+01	1.489505e+01	2.387389e+01	-9.409248
1.727410e+01	1.489503e+01	2.387384e+01	-9.409248
1.727416e+01	1.489501e+01	2.387380e+01	-9.409248
1.727421e+01	1.489499e+01	2.387374e+01	-9.409248
1.727427e+01	1.489499e+01	2.387368e+01	-9.409245
1.727433e+01	1.489497e+01	2.387363e+01	-9.409249
1.727438e+01	1.489495e+01	2.387359e+01	-9.409247
1.727444e+01	1.489494e+01	2.387353e+01	-9.409244
1.727450e+01	1.489493e+01	2.387349e+01	-9.409245
1.727456e+01	1.489494e+01	2.387342e+01	-9.409244
1.727461e+01	1.489492e+01	2.387338e+01	-9.409243
1.727467e+01	1.489491e+01	2.387334e+01	-9.409244
1.727473e+01	1.489488e+01	2.387328e+01	-9.409245
1.727478e+01	1.489487e+01	2.387321e+01	-9.409241
1.727484e+01	1.489486e+01	2.387319e+01	-9.409243
1.727490e+01	1.489485e+01	2.387312e+01	-9.409239
1.727496e+01	1.489484e+01	2.387307e+01	-9.409239
1.727501e+01	1.489482e+01	2.387303e+01	-9.409237
1.727507e+01	1.489482e+01	2.387297e+01	-9.409235
1.727513e+01	1.489481e+01	2.387293e+01	-9.409235
1.727518e+01	1.489480e+01	2.387287e+01	-9.409237
1.727524e+01	1.489478e+01	2.387281e+01	-9.409233
1.727530e+01	1.489476e+01	2.387278e+01	-9.409233
1.727535e+01	1.489476e+01	2.387271e+01	-9.409233
1.727541e+01	1.489475e+01	2.387266e+01	-9.409232
1.727547e+01	1.489473e+01	2.387262e+01	-9.409231
1.727553e+01	1.489473e+01	2.387257e+01	-9.409233
1.727558e+01	1.489471e+01	2.387251e+01	-9.409229
1.727564e+01	1.489470e+01	2.387247e+01	-9.409234
1.727570e+01	1.489469e+01	2.387240e+01	-9.409229
1.727575e+01	1.489468e+01	2.387237e+01	-9.409229
1.727581e+01	1.489465e+01	2.387229e+01	-9.409225
1.727587e+01	1.489464e+01	2.387226e+01	-9.409227
1.727593e+01	1.489464e+01	2.387225e+01	-9.409231
1.727598e+01	1.489464e+01	2.387217e+01	-9.409230
1.727604e+01	1.489461e+01	2.387212e+01	-9.409227
1.727610e+01	1.489459e+01	2.387206e+01	-9.409224
1.727615e+01	1.489459e+01	2.387200e+01	-9.409225
1.727621e+01	1.489457e+01	2.387193e+01	-9.409224
1.727627e+01	1.489456e+01	2.387190e+01	-9.409221
1.727632e+01	1.489456e+01	2.387185e+01	-9.409221
1.727638e+01	1.489453e+01	2.387180e+01	-9.409221
1.727644e+01	1.489453e+01	2.387174e+01	-9.409221
1.727650e+01	1.489452e+01	2.387170e+01	-9.409218
1.727655e+01	1.489450e+01	2.387165e+01	-9.409219
1.727661e+01	1.489449e+01	2.387162e+01	-9.409222
1.727667e+01	1.489449e+01	2.387155e+01	-9.409219
1.727672e+01	1.489448e+01	2.387149e+01	-9.409222
1.727678e+01	1.489444e+01	2.387145e+01	-9.409218
1.727684e+01	1.489445e+01	2.387141e+01	-9.409216
1.727690e+01	1.489444e+01	2.387135e+01	-9.409213
1.727695e+01	1.489443e+01	2.387128e+01	-9.409210
1.727701e+01	1.489442e+01	2.387125e+01	-9.409214
1.727707e+01	1.489440e+01	2.387119e+01	-9.409214
1.727712e+01	1.489438e+01	2.387114e+01	-9.409210
1.727718e+01	1.489436e+01	2.387108e+01	-9.409210
1.727724e+01	1.489436e+01	2.387105e+01	-9.409214
1.727729e+01	1.489435e+01	2.387099e+01	-9.409208
1.727735e+01	1.489434e+01	2.387094e+01	-9.409208
1.727741e+01	1.489432e+01	2.387090e+01	-9.409210
1.727747e+01	1.489431e+01	2.387084e+01	-9.409208
1.727752e+01	1.489429e+01	2.387079e+01	-9.409206
1.727758e+01	1.489429e+01	2.387074e+01	-9.409206
1.727764e+01	1.489428e+01	2.387068e+01	-9.409205
1.727769e+01	1.489426e+01	2.387063e+01	-9.409204
1.727775e+01	1.489425e+01	2.387058e+01	-9.409204
1.727781e+01	1.489424e+01	2.387051e+01	-9.409203
1.727787e+01	1.489421e+01	2.387048e+01	-9.409200
1.727792e+01	1.489421e+01	2.387042e+01	-9.409201
1.727798e+01	1.489420e+01	2.387038e+01	-9.409202
1.727804e+01	1.489419e+01	2.387032e+01	-9.409199
1.727809e+01	1.489420e+01	2.387028e+01	-9.409201
1.727815e+01	1.489416e+01	2.387023e+01	-9.409197
1.727821e+01	1.489416e+01	2.387018e+01	-9.409197
1.727826e+01	1.489414e+01	2.387012e+01	-9.409195
1.727832e+01	1.489413e+01	2.387007e+01	-9.409195
1.727838e+01	1.489412e+01	2.387000e+01	-9.409194
1.727844e+01	1.489410e+01	2.386998e+01	-9.409198
1.727849e+01	1.489409e+01	2.386993e+01	-9.409195
1.727855e+01	1.489408e+01	2.386987e+01	-9.409193
1.727861e+01	1.489407e+01	2.386983e+01	-9.409193
1.727866e+01	1.489405e+01	2.386975e+01	-9.409193
1.727872e+01	1.489403e+01	2.386973e+01	-9.409191
1.727878e+01	1.489403e+01	2.386966e+01	-9.409189
1.727884e+01	1.489403e+01	2.386962e+01	-9.409188
1.727889e+01	1.489401e+01	2.386957e+01	-9.409189
1.727895e+01	1.489400e+01	2.386952e+01	-9.409189
1.727901e+01	1.489399e+01	2.386946e+01	-9.409187
1.727906e+01	1.489397e+01	2.386941e+01	-9.409187
1.727912e+01	1.489396e+01	2.386938e+01	-9.409184
1.727918e+01	1.489395e+01	2.386931e+01	-9.409187
1.727923e+01	1.489394e+01	2.386927e+01	-9.409185
1.727929e+01	1.489392e+01	2.386922e+01	-9.409184
1.727935e+01	1.489392e+01	2.386916e+01	-9.409186
1.727941e+01	1.489390e+01	2.386910e+01	-9.409182
1.727946e+01	1.489388e+01	2.386904e+01	-9.409180
1.727952e+01	1.489386e+01	2.386900e+01	-9.409182
1.727958e+01	1.489387e+01	2.386894e+01	-9.409181
1.727963e+01	1.489385e+01	2.386890e+01	-9.409182
1.727969e+01	1.489383e+01	2.386886e+01	-9.409180
1.727975e+01	1.489383e+01	2.386879e+01	-9.409182
1.727981e+01	1.489382e+01	2.386875e+01	-9.409179
1.727986e+01	1.489380e+01	2.386870e+01	-9.409176
1.727992e+01	1.489379e+01	2.386864e+01	-9.409175
1.727998e+01	1.489378e+01	2.386861e+01	-9.409175
1.728003e+01	1.489377e+01	2.386857e+01	-9.409176
1.728009e+01	1.489375e+01	2.386851e+01	-9.409176
1.728015e+01	1.489373e+01	2.386844e+01	-9.409174
1.728020e+01	1.489372e+01	2.386839e+01	-9.409173
1.728026e+01	1.489371e+01	2.386834e+01	-9.409172
1.728032e+01	1.489371e+01	2.386829e+01	-9.409172
1.728038e+01	1.489370e+01	2.386825e+01	-9.409176
1.728043e+01	1.489368e+01	2.386818e+01	-9.409170
1.728049e+01	1.489365e+01	2.386815e+01	-9.409168
1.728055e+01	1.489365e+01	2.386809e+01	-9.409168
1.728060e+01	1.489364e+01	2.386803e+01	-9.409164
1.728066e+01	1.489363e+01	2.386798e+01	-9.409169
1.728072e+01	1.489361e+01	2.386792e+01	-9.409166
1.728078e+01	1.489361e+01	2.386788e+01	-9.409165
